epoch,batch,train_loss,train_accuracy,test_loss,test_accuracy,test_precision,test_recall,test_f1-score
8,617.0,1.1489029,0.5625,,,,,
8,618.0,1.2823744,0.6875,,,,,
8,619.0,0.83861196,0.6875,,,,,
8,620.0,0.9847562,0.65625,,,,,
8,621.0,1.0437753,0.6875,,,,,
8,622.0,1.0252621,0.6875,,,,,
8,623.0,0.93998104,0.6875,,,,,
8,624.0,1.4834867,0.5,,,,,
8,625.0,1.1198195,0.59375,,,,,
8,626.0,1.3047582,0.5,,,,,
8,627.0,1.0609944,0.71875,,,,,
8,628.0,0.6497339,0.75,,,,,
8,629.0,1.4146055,0.5,,,,,
8,630.0,0.88576174,0.6875,,,,,
8,631.0,1.3141986,0.5625,,,,,
8,632.0,0.9030249,0.71875,,,,,
8,633.0,1.0670389,0.65625,,,,,
8,634.0,0.7629423,0.6875,,,,,
8,635.0,0.97507584,0.625,,,,,
8,636.0,1.3244011,0.5625,,,,,
8,637.0,0.7084708,0.8125,,,,,
8,638.0,1.4874992,0.53125,,,,,
8,639.0,1.2042377,0.625,,,,,
8,640.0,0.9340627,0.65625,,,,,
8,641.0,0.98341,0.625,,,,,
8,642.0,1.1793364,0.53125,,,,,
8,643.0,0.7047298,0.75,,,,,
8,644.0,1.202864,0.53125,,,,,
8,645.0,0.984585,0.65625,,,,,
8,646.0,0.88617,0.75,,,,,
8,647.0,0.9295152,0.71875,,,,,
8,648.0,0.7877819,0.84375,,,,,
8,649.0,0.9164226,0.71875,,,,,
8,650.0,0.86653185,0.6875,,,,,
8,651.0,1.1132792,0.65625,,,,,
8,652.0,0.9232414,0.71875,,,,,
8,653.0,0.9226996,0.6875,,,,,
8,654.0,1.131701,0.625,,,,,
8,655.0,0.8260943,0.71875,,,,,
8,656.0,0.70078427,0.75,,,,,
8,657.0,1.2441245,0.6875,,,,,
8,658.0,0.789991,0.6875,,,,,
8,659.0,1.0023317,0.6875,,,,,
8,660.0,0.9511664,0.65625,,,,,
8,661.0,0.96780956,0.59375,,,,,
8,662.0,0.8109786,0.71875,,,,,
8,663.0,0.8792289,0.65625,,,,,
8,664.0,0.9885643,0.6875,,,,,
8,665.0,0.84915376,0.625,,,,,
8,666.0,1.6603012,0.59375,,,,,
8,667.0,1.0600301,0.6875,,,,,
8,668.0,0.8721004,0.75,,,,,
8,,,,1.2127094,0.6186440677966102,0.6830017786716872,0.6208333333333333,0.6260325655856253
9,669.0,1.1229566,0.6875,,,,,
9,670.0,1.2235764,0.65625,,,,,
9,671.0,0.99182606,0.65625,,,,,
9,672.0,0.8846032,0.71875,,,,,
9,673.0,1.1823257,0.65625,,,,,
9,674.0,1.3920575,0.53125,,,,,
9,675.0,0.5413232,0.84375,,,,,
9,676.0,1.0998316,0.625,,,,,
9,677.0,0.63427985,0.84375,,,,,
9,678.0,1.2739513,0.5625,,,,,
9,679.0,0.8409465,0.6875,,,,,
9,680.0,0.93574715,0.71875,,,,,
9,681.0,1.252129,0.53125,,,,,
9,682.0,1.3406411,0.625,,,,,
9,683.0,0.81580836,0.6875,,,,,
9,684.0,1.3203609,0.46875,,,,,
9,685.0,0.9226224,0.78125,,,,,
9,686.0,0.66521573,0.8125,,,,,
9,687.0,0.8761968,0.75,,,,,
9,688.0,1.0271223,0.6875,,,,,
9,689.0,0.7586467,0.75,,,,,
9,690.0,0.7228946,0.75,,,,,
9,691.0,1.102564,0.6875,,,,,
9,692.0,1.085157,0.59375,,,,,
9,693.0,0.8819656,0.65625,,,,,
9,694.0,0.8894081,0.6875,,,,,
9,695.0,1.4777209,0.625,,,,,
9,696.0,0.98371905,0.71875,,,,,
9,697.0,0.7953121,0.75,,,,,
9,698.0,1.1394744,0.65625,,,,,
9,699.0,0.8423724,0.6875,,,,,
9,700.0,0.5972906,0.8125,,,,,
9,701.0,0.80778486,0.75,,,,,
9,702.0,0.88275164,0.6875,,,,,
9,703.0,0.65589046,0.65625,,,,,
9,704.0,0.88139397,0.71875,,,,,
9,705.0,0.92665094,0.71875,,,,,
9,706.0,0.83691937,0.65625,,,,,
9,707.0,0.7143487,0.71875,,,,,
9,708.0,1.3090118,0.65625,,,,,
9,709.0,1.0175433,0.65625,,,,,
9,710.0,0.97219604,0.59375,,,,,
9,711.0,1.2958173,0.5,,,,,
9,712.0,0.7296197,0.71875,,,,,
9,713.0,1.1958319,0.625,,,,,
9,714.0,1.0206457,0.625,,,,,
9,715.0,0.6549532,0.8125,,,,,
9,716.0,0.83326423,0.8125,,,,,
9,717.0,0.7066351,0.6875,,,,,
9,718.0,0.7881972,0.75,,,,,
9,719.0,0.8567303,0.78125,,,,,
9,720.0,0.8489032,0.625,,,,,
9,721.0,0.8165447,0.65625,,,,,
9,722.0,0.96823275,0.65625,,,,,
9,723.0,1.3647453,0.53125,,,,,
9,724.0,0.9485598,0.6875,,,,,
9,725.0,0.91116047,0.625,,,,,
9,726.0,0.7478962,0.625,,,,,
9,727.0,0.999114,0.6875,,,,,
9,728.0,0.804422,0.71875,,,,,
9,729.0,0.9936443,0.65625,,,,,
9,730.0,1.0324819,0.71875,,,,,
9,731.0,0.90802056,0.625,,,,,
9,732.0,1.0382291,0.5625,,,,,
9,733.0,0.5750165,0.8125,,,,,
9,734.0,0.97153693,0.6875,,,,,
9,735.0,0.9577833,0.6875,,,,,
9,736.0,0.7695424,0.6875,,,,,
9,737.0,0.7856127,0.78125,,,,,
9,738.0,0.95586425,0.6875,,,,,
9,739.0,0.89414257,0.59375,,,,,
9,740.0,0.4776005,0.84375,,,,,
9,741.0,1.0083737,0.75,,,,,
9,742.0,1.2602161,0.5833333333333334,,,,,
9,,,,1.4555023,0.5745762711864407,0.6911905829710014,0.5745833333333333,0.5832917573960809
10,743.0,0.81090194,0.8125,,,,,
10,744.0,1.0958091,0.65625,,,,,
10,745.0,0.88458437,0.71875,,,,,
10,746.0,0.5674058,0.8125,,,,,
10,747.0,0.94865507,0.5625,,,,,
10,748.0,1.0733716,0.59375,,,,,
10,749.0,0.97191143,0.625,,,,,
10,750.0,1.0736552,0.59375,,,,,
10,751.0,0.65436476,0.71875,,,,,
10,752.0,0.77743536,0.6875,,,,,
10,753.0,0.9767524,0.71875,,,,,
10,754.0,1.098222,0.65625,,,,,
10,755.0,0.80880344,0.6875,,,,,
10,756.0,0.8099158,0.75,,,,,
10,757.0,0.8432546,0.65625,,,,,
10,758.0,0.8274383,0.6875,,,,,
10,759.0,1.1279534,0.625,,,,,
10,760.0,0.5489049,0.78125,,,,,
10,761.0,0.8819687,0.65625,,,,,
10,762.0,0.8301357,0.625,,,,,
10,763.0,0.7762816,0.78125,,,,,
10,764.0,1.4815848,0.59375,,,,,
10,765.0,0.83096105,0.71875,,,,,
10,766.0,0.60860145,0.75,,,,,
10,767.0,1.0083061,0.6875,,,,,
10,768.0,0.9886604,0.625,,,,,
10,769.0,0.67697644,0.75,,,,,
10,770.0,0.41322127,0.8125,,,,,
10,771.0,0.8607462,0.8125,,,,,
10,772.0,0.69392914,0.84375,,,,,
10,773.0,0.6224157,0.8125,,,,,
10,774.0,0.7117017,0.75,,,,,
10,775.0,0.7064124,0.75,,,,,
10,776.0,1.2399932,0.5,,,,,
10,777.0,0.88637817,0.78125,,,,,
10,778.0,0.7787212,0.6875,,,,,
10,779.0,0.79001254,0.71875,,,,,
10,780.0,1.0735208,0.71875,,,,,
10,781.0,0.83767486,0.75,,,,,
10,782.0,0.83194196,0.65625,,,,,
10,783.0,0.7609162,0.6875,,,,,
10,784.0,0.9681655,0.65625,,,,,
10,785.0,0.48630074,0.8125,,,,,
10,786.0,0.9830394,0.6875,,,,,
10,787.0,0.6023463,0.84375,,,,,
10,788.0,0.75494367,0.71875,,,,,
10,789.0,0.83564675,0.71875,,,,,
10,790.0,0.5851631,0.8125,,,,,
10,791.0,0.75826097,0.78125,,,,,
10,792.0,0.78128296,0.65625,,,,,
10,793.0,0.36200848,0.84375,,,,,
10,794.0,0.7548079,0.78125,,,,,
10,795.0,0.51491857,0.8125,,,,,
10,796.0,0.41625482,0.84375,,,,,
10,797.0,0.5421969,0.8125,,,,,
10,798.0,1.184392,0.625,,,,,
10,799.0,0.99798673,0.65625,,,,,
10,800.0,0.6603108,0.875,,,,,
10,801.0,0.60256904,0.84375,,,,,
10,802.0,0.89329916,0.71875,,,,,
10,803.0,0.8001435,0.65625,,,,,
10,804.0,0.8509863,0.75,,,,,
10,805.0,0.77225333,0.65625,,,,,
10,806.0,0.69665027,0.8125,,,,,
10,807.0,0.68201244,0.75,,,,,
10,808.0,0.6130413,0.75,,,,,
10,809.0,0.85863185,0.65625,,,,,
10,810.0,0.6678294,0.8125,,,,,
10,811.0,0.72269565,0.71875,,,,,
10,812.0,0.5429658,0.8125,,,,,
10,813.0,0.6536511,0.75,,,,,
10,814.0,0.4356562,0.84375,,,,,
10,815.0,0.75940996,0.65625,,,,,
10,816.0,1.6701847,0.4583333333333333,,,,,
10,,,,0.6897833,0.735593220338983,0.7688027879501248,0.7366666666666667,0.7368297741261873
11,817.0,0.6038632,0.875,,,,,
11,818.0,0.5485902,0.78125,,,,,
11,819.0,0.5920035,0.71875,,,,,
11,820.0,0.7969171,0.75,,,,,
11,821.0,0.7316321,0.71875,,,,,
11,822.0,0.9416979,0.5625,,,,,
11,823.0,0.60865265,0.8125,,,,,
11,824.0,0.8627848,0.71875,,,,,
11,825.0,0.52501476,0.84375,,,,,
11,826.0,1.046415,0.625,,,,,
11,827.0,1.2477915,0.65625,,,,,
11,828.0,0.6353576,0.75,,,,,
11,829.0,0.93196803,0.71875,,,,,
11,830.0,0.6490014,0.75,,,,,
11,831.0,0.5087064,0.875,,,,,
11,832.0,0.5817864,0.84375,,,,,
11,833.0,0.47552198,0.8125,,,,,
11,834.0,0.47177368,0.84375,,,,,
11,835.0,0.8313428,0.65625,,,,,
11,836.0,0.6480539,0.78125,,,,,
11,837.0,0.67559737,0.75,,,,,
11,838.0,0.95803994,0.75,,,,,
11,839.0,0.7339669,0.71875,,,,,
11,840.0,0.6781166,0.71875,,,,,
11,841.0,0.73893034,0.78125,,,,,
11,842.0,0.9793317,0.625,,,,,
11,843.0,0.8998138,0.625,,,,,
11,844.0,0.55033207,0.8125,,,,,
11,845.0,0.87327033,0.75,,,,,
11,846.0,0.9169931,0.75,,,,,
11,847.0,0.46828166,0.875,,,,,
11,848.0,0.71889824,0.75,,,,,
11,849.0,0.6838604,0.78125,,,,,
11,850.0,1.0384579,0.625,,,,,
11,851.0,0.5747355,0.90625,,,,,
11,852.0,0.7747313,0.71875,,,,,
11,853.0,1.0398179,0.6875,,,,,
11,854.0,1.0572923,0.75,,,,,
11,855.0,1.0736862,0.625,,,,,
11,856.0,0.6227107,0.75,,,,,
11,857.0,1.0147399,0.65625,,,,,
11,858.0,0.7206903,0.71875,,,,,
11,859.0,0.94218117,0.71875,,,,,
11,860.0,0.73795503,0.78125,,,,,
11,861.0,0.8073993,0.6875,,,,,
11,862.0,0.83746403,0.6875,,,,,
11,863.0,0.6308432,0.78125,,,,,
11,864.0,0.77608925,0.6875,,,,,
11,865.0,0.74600744,0.75,,,,,
11,866.0,0.7965484,0.6875,,,,,
11,867.0,0.65325564,0.8125,,,,,
11,868.0,0.73542017,0.8125,,,,,
11,869.0,0.9920115,0.625,,,,,
11,870.0,0.34953076,0.875,,,,,
11,871.0,0.71581656,0.78125,,,,,
11,872.0,0.71772254,0.6875,,,,,
11,873.0,0.66647476,0.78125,,,,,
11,874.0,0.7404001,0.6875,,,,,
11,875.0,0.69133836,0.75,,,,,
11,876.0,1.3628594,0.5625,,,,,
11,877.0,0.71812284,0.78125,,,,,
11,878.0,0.6733291,0.75,,,,,
11,879.0,0.65940154,0.78125,,,,,
11,880.0,0.65970397,0.75,,,,,
11,881.0,0.5130993,0.875,,,,,
11,882.0,0.5760411,0.84375,,,,,
11,883.0,0.86557925,0.6875,,,,,
11,884.0,0.5691275,0.875,,,,,
11,885.0,0.6818261,0.8125,,,,,
11,886.0,0.59836847,0.8125,,,,,
11,887.0,0.43976566,0.90625,,,,,
11,888.0,1.0948904,0.625,,,,,
11,889.0,0.9066238,0.625,,,,,
11,890.0,1.1862361,0.7083333333333334,,,,,
11,,,,0.8210936,0.7237288135593221,0.7812350940032706,0.72625,0.7247817178348691
12,891.0,0.9252183,0.75,,,,,
12,892.0,0.6164284,0.8125,,,,,
12,893.0,0.38891545,0.84375,,,,,
12,894.0,0.84492505,0.6875,,,,,
12,895.0,0.53896224,0.8125,,,,,
12,896.0,0.96743226,0.59375,,,,,
12,897.0,0.53773826,0.84375,,,,,
12,898.0,0.93030554,0.6875,,,,,
12,899.0,0.7308636,0.75,,,,,
12,900.0,0.6689467,0.84375,,,,,
12,901.0,0.7728468,0.71875,,,,,
12,902.0,0.8299224,0.78125,,,,,
12,903.0,0.26356307,0.9375,,,,,
12,904.0,0.74893385,0.71875,,,,,
12,905.0,0.758236,0.71875,,,,,
12,906.0,0.76206005,0.71875,,,,,
12,907.0,0.6509666,0.75,,,,,
12,908.0,0.62451506,0.8125,,,,,
12,909.0,0.8348475,0.71875,,,,,
12,910.0,0.822624,0.75,,,,,
12,911.0,0.8416557,0.75,,,,,
12,912.0,0.8090867,0.75,,,,,
12,913.0,0.5227509,0.84375,,,,,
12,914.0,0.816367,0.71875,,,,,
12,915.0,0.7977948,0.65625,,,,,
12,916.0,0.71911937,0.8125,,,,,
12,917.0,0.32484502,0.875,,,,,
12,918.0,0.5740588,0.84375,,,,,
12,919.0,0.55692875,0.8125,,,,,
12,920.0,0.7708407,0.8125,,,,,
12,921.0,0.8243939,0.71875,,,,,
12,922.0,0.5621815,0.6875,,,,,
12,923.0,0.7865992,0.75,,,,,
12,924.0,0.69575495,0.6875,,,,,
12,925.0,0.6204381,0.75,,,,,
12,926.0,0.68578446,0.75,,,,,
12,927.0,0.79617494,0.71875,,,,,
12,928.0,0.5762393,0.6875,,,,,
12,929.0,0.378213,0.875,,,,,
12,930.0,0.969807,0.6875,,,,,
12,931.0,1.5265136,0.625,,,,,
12,932.0,0.65924275,0.84375,,,,,
12,933.0,0.5473713,0.84375,,,,,
12,934.0,0.76734257,0.6875,,,,,
12,935.0,0.61223096,0.84375,,,,,
12,936.0,0.6705964,0.78125,,,,,
12,937.0,0.5308914,0.84375,,,,,
12,938.0,0.35801095,0.875,,,,,
12,939.0,0.6861587,0.75,,,,,
12,940.0,0.8796748,0.6875,,,,,
12,941.0,0.8830549,0.71875,,,,,
12,942.0,0.82863957,0.6875,,,,,
12,943.0,0.6318431,0.8125,,,,,
12,944.0,0.6004112,0.8125,,,,,
12,945.0,0.9387137,0.6875,,,,,
12,946.0,0.6970666,0.71875,,,,,
12,947.0,0.9531583,0.6875,,,,,
12,948.0,0.47568327,0.78125,,,,,
12,949.0,0.4373784,0.90625,,,,,
12,950.0,0.7523276,0.75,,,,,
12,951.0,0.47975752,0.875,,,,,
12,952.0,0.4848983,0.75,,,,,
12,953.0,1.3656386,0.6875,,,,,
12,954.0,0.9950125,0.65625,,,,,
12,955.0,0.870576,0.71875,,,,,
12,956.0,0.47772893,0.90625,,,,,
12,957.0,0.47081798,0.75,,,,,
12,958.0,0.4510704,0.84375,,,,,
12,959.0,1.2015773,0.625,,,,,
12,960.0,0.71480876,0.75,,,,,
12,961.0,0.6230497,0.71875,,,,,
12,962.0,0.61048746,0.8125,,,,,
12,963.0,0.9482664,0.71875,,,,,
12,964.0,0.59128666,0.7916666666666666,,,,,
12,,,,0.90078294,0.7203389830508474,0.7889347317312406,0.7229166666666668,0.726715700262388
13,965.0,0.36895463,0.875,,,,,
13,966.0,0.7503269,0.78125,,,,,
13,967.0,0.50188714,0.8125,,,,,
13,968.0,0.8476046,0.6875,,,,,
13,969.0,0.5535074,0.84375,,,,,
13,970.0,0.46847048,0.78125,,,,,
13,971.0,0.70873225,0.78125,,,,,
13,972.0,0.5961278,0.8125,,,,,
13,973.0,0.7484823,0.71875,,,,,
13,974.0,0.59795094,0.8125,,,,,
13,975.0,0.8891651,0.65625,,,,,
13,976.0,0.5813691,0.78125,,,,,
13,977.0,1.0101247,0.6875,,,,,
13,978.0,0.5166726,0.84375,,,,,
13,979.0,0.46460325,0.90625,,,,,
13,980.0,0.7299216,0.75,,,,,
13,981.0,0.56747395,0.75,,,,,
13,982.0,0.48592705,0.8125,,,,,
13,983.0,0.5492398,0.8125,,,,,
13,984.0,0.45907936,0.875,,,,,
13,985.0,0.7443261,0.78125,,,,,
13,986.0,0.75834835,0.6875,,,,,
13,987.0,0.57126135,0.8125,,,,,
13,988.0,0.46617976,0.8125,,,,,
13,989.0,0.5566273,0.84375,,,,,
13,990.0,0.73724604,0.75,,,,,
13,991.0,1.004543,0.6875,,,,,
13,992.0,0.7741028,0.8125,,,,,
13,993.0,0.61212087,0.8125,,,,,
13,994.0,0.5970573,0.78125,,,,,
13,995.0,0.58559674,0.71875,,,,,
13,996.0,0.81449944,0.71875,,,,,
13,997.0,0.62408423,0.8125,,,,,
13,998.0,0.8732435,0.71875,,,,,
13,999.0,0.84909606,0.78125,,,,,
13,1000.0,0.6641555,0.8125,,,,,
13,1001.0,0.6001756,0.8125,,,,,
13,1002.0,0.8128316,0.65625,,,,,
13,1003.0,0.6035777,0.75,,,,,
13,1004.0,0.49093065,0.8125,,,,,
13,1005.0,0.81574976,0.65625,,,,,
13,1006.0,1.1398035,0.6875,,,,,
13,1007.0,0.44962975,0.90625,,,,,
13,1008.0,0.79831314,0.71875,,,,,
13,1009.0,0.5762986,0.8125,,,,,
13,1010.0,0.9113248,0.71875,,,,,
13,1011.0,1.0394241,0.65625,,,,,
13,1012.0,0.3516656,0.875,,,,,
13,1013.0,0.5847623,0.78125,,,,,
13,1014.0,0.4973421,0.78125,,,,,
13,1015.0,0.83051443,0.75,,,,,
13,1016.0,0.7560747,0.84375,,,,,
13,1017.0,0.885288,0.75,,,,,
13,1018.0,0.5806746,0.78125,,,,,
13,1019.0,0.8677102,0.71875,,,,,
13,1020.0,0.6926015,0.71875,,,,,
13,1021.0,0.4671072,0.8125,,,,,
13,1022.0,0.9104838,0.6875,,,,,
13,1023.0,0.72866565,0.78125,,,,,
13,1024.0,0.3972658,0.875,,,,,
13,1025.0,0.45683452,0.875,,,,,
13,1026.0,0.5080556,0.84375,,,,,
13,1027.0,0.5483212,0.875,,,,,
13,1028.0,0.8806705,0.78125,,,,,
13,1029.0,0.53766346,0.84375,,,,,
13,1030.0,0.8903506,0.6875,,,,,
13,1031.0,0.7292669,0.75,,,,,
13,1032.0,0.9894314,0.625,,,,,
13,1033.0,0.35164905,0.90625,,,,,
13,1034.0,0.58441675,0.8125,,,,,
13,1035.0,0.67052674,0.75,,,,,
13,1036.0,0.7757816,0.71875,,,,,
13,1037.0,0.8086909,0.78125,,,,,
13,1038.0,0.46781373,0.875,,,,,
13,,,,0.6427157,0.7762711864406779,0.7972352549635314,0.7779166666666667,0.7778615140112711
14,1039.0,0.6743849,0.8125,,,,,
14,1040.0,0.537537,0.875,,,,,
14,1041.0,0.73098826,0.6875,,,,,
14,1042.0,0.59336025,0.8125,,,,,
14,1043.0,0.44796818,0.84375,,,,,
14,1044.0,0.5469832,0.8125,,,,,
14,1045.0,0.6172895,0.8125,,,,,
14,1046.0,0.36612177,0.875,,,,,
14,1047.0,0.60264605,0.75,,,,,
14,1048.0,0.65452564,0.75,,,,,
14,1049.0,0.5697772,0.8125,,,,,
14,1050.0,0.5339935,0.78125,,,,,
14,1051.0,0.57217467,0.78125,,,,,
14,1052.0,0.7706968,0.75,,,,,
14,1053.0,0.75355685,0.65625,,,,,
14,1054.0,0.57183695,0.8125,,,,,
14,1055.0,0.50671333,0.8125,,,,,
14,1056.0,0.76489884,0.71875,,,,,
14,1057.0,0.41082865,0.8125,,,,,
14,1058.0,0.42329264,0.90625,,,,,
14,1059.0,0.46223813,0.84375,,,,,
14,1060.0,0.92429096,0.8125,,,,,
14,1061.0,0.6967796,0.75,,,,,
14,1062.0,0.2482183,0.9375,,,,,
14,1063.0,0.7213901,0.6875,,,,,
14,1064.0,0.85126513,0.6875,,,,,
14,1065.0,0.50641614,0.90625,,,,,
14,1066.0,0.7145552,0.75,,,,,
14,1067.0,0.508288,0.875,,,,,
14,1068.0,0.61850905,0.8125,,,,,
14,1069.0,0.4094902,0.875,,,,,
14,1070.0,0.7856299,0.71875,,,,,
14,1071.0,0.711387,0.8125,,,,,
14,1072.0,0.2812993,0.96875,,,,,
14,1073.0,0.9538944,0.625,,,,,
14,1074.0,0.9882863,0.65625,,,,,
14,1075.0,0.9530059,0.71875,,,,,
14,1076.0,0.43857905,0.84375,,,,,
14,1077.0,0.48022732,0.75,,,,,
14,1078.0,0.41849378,0.8125,,,,,
14,1079.0,0.6932344,0.71875,,,,,
14,1080.0,0.45136222,0.84375,,,,,
14,1081.0,0.5290735,0.8125,,,,,
14,1082.0,0.8177937,0.75,,,,,
14,1083.0,0.6428827,0.8125,,,,,
14,1084.0,0.70951873,0.71875,,,,,
14,1085.0,0.72709703,0.6875,,,,,
14,1086.0,0.7465188,0.71875,,,,,
14,1087.0,0.59526163,0.84375,,,,,
14,1088.0,0.6046005,0.71875,,,,,
14,1089.0,0.4604513,0.8125,,,,,
14,1090.0,0.6770084,0.75,,,,,
14,1091.0,0.37157965,0.875,,,,,
14,1092.0,0.8540449,0.6875,,,,,
14,1093.0,0.40692028,0.84375,,,,,
14,1094.0,0.3851751,0.875,,,,,
14,1095.0,0.684498,0.78125,,,,,
14,1096.0,0.65007365,0.75,,,,,
14,1097.0,0.6045377,0.78125,,,,,
14,1098.0,0.64040196,0.78125,,,,,
14,1099.0,0.76378363,0.71875,,,,,
14,1100.0,0.5021754,0.8125,,,,,
14,1101.0,0.66514146,0.8125,,,,,
14,1102.0,0.7010955,0.75,,,,,
14,1103.0,0.45868123,0.90625,,,,,
14,1104.0,0.759927,0.75,,,,,
14,1105.0,0.43548253,0.84375,,,,,
14,1106.0,0.72603375,0.75,,,,,
14,1107.0,0.50097203,0.875,,,,,
14,1108.0,0.64722705,0.8125,,,,,
14,1109.0,0.77327263,0.71875,,,,,
14,1110.0,0.64493227,0.71875,,,,,
14,1111.0,0.5077742,0.8125,,,,,
14,1112.0,0.74138594,0.75,,,,,
14,,,,1.2145202,0.6542372881355932,0.7495906870906871,0.6566666666666667,0.6451011171903794
15,1113.0,0.5256552,0.78125,,,,,
15,1114.0,0.93386275,0.59375,,,,,
15,1115.0,0.5997081,0.75,,,,,
15,1116.0,0.5733447,0.75,,,,,
15,1117.0,0.7851343,0.71875,,,,,
15,1118.0,0.5980049,0.84375,,,,,
15,1119.0,0.42803138,0.9375,,,,,
15,1120.0,0.6024774,0.75,,,,,
15,1121.0,0.49497545,0.84375,,,,,
15,1122.0,0.60501474,0.875,,,,,
15,1123.0,0.6973914,0.75,,,,,
15,1124.0,0.6493947,0.78125,,,,,
15,1125.0,0.47390953,0.84375,,,,,
15,1126.0,0.7006397,0.78125,,,,,
15,1127.0,0.678598,0.78125,,,,,
15,1128.0,0.39472705,0.875,,,,,
15,1129.0,0.6227138,0.78125,,,,,
15,1130.0,0.65509886,0.8125,,,,,
15,1131.0,0.5716145,0.78125,,,,,
15,1132.0,0.7610142,0.75,,,,,
15,1133.0,1.1044055,0.5625,,,,,
15,1134.0,0.9064886,0.6875,,,,,
15,1135.0,0.5324863,0.875,,,,,
15,1136.0,0.63341504,0.71875,,,,,
15,1137.0,0.62033767,0.75,,,,,
15,1138.0,0.6454728,0.75,,,,,
15,1139.0,0.5291787,0.90625,,,,,
15,1140.0,0.5956115,0.75,,,,,
15,1141.0,0.59515315,0.8125,,,,,
15,1142.0,0.52625996,0.71875,,,,,
15,1143.0,0.4588626,0.84375,,,,,
15,1144.0,0.43759954,0.875,,,,,
15,1145.0,0.6767425,0.71875,,,,,
15,1146.0,0.40848556,0.84375,,,,,
15,1147.0,0.4456058,0.875,,,,,
15,1148.0,0.47357053,0.875,,,,,
15,1149.0,0.6053414,0.84375,,,,,
15,1150.0,0.47281688,0.8125,,,,,
15,1151.0,0.81840503,0.71875,,,,,
15,1152.0,0.5454749,0.8125,,,,,
15,1153.0,0.5818073,0.75,,,,,
15,1154.0,0.5150196,0.8125,,,,,
15,1155.0,0.5481567,0.8125,,,,,
15,1156.0,0.54061353,0.84375,,,,,
15,1157.0,0.6310041,0.78125,,,,,
15,1158.0,0.69005895,0.78125,,,,,
15,1159.0,0.4416933,0.84375,,,,,
15,1160.0,0.5014839,0.90625,,,,,
15,1161.0,0.676465,0.75,,,,,
15,1162.0,0.36336482,0.84375,,,,,
15,1163.0,0.35014847,0.90625,,,,,
15,1164.0,0.5643119,0.8125,,,,,
15,1165.0,0.27271843,0.9375,,,,,
15,1166.0,0.55826914,0.78125,,,,,
15,1167.0,0.98220843,0.625,,,,,
15,1168.0,0.60471606,0.78125,,,,,
15,1169.0,0.5865555,0.75,,,,,
15,1170.0,0.8285637,0.71875,,,,,
15,1171.0,0.57609296,0.84375,,,,,
15,1172.0,0.4930934,0.84375,,,,,
15,1173.0,0.5479837,0.71875,,,,,
15,1174.0,0.65512234,0.78125,,,,,
15,1175.0,0.36190894,0.84375,,,,,
15,1176.0,0.52486444,0.78125,,,,,
15,1177.0,0.4991101,0.84375,,,,,
15,1178.0,0.8054669,0.6875,,,,,
15,1179.0,0.44153878,0.78125,,,,,
15,1180.0,0.75115174,0.71875,,,,,
15,1181.0,0.6072753,0.75,,,,,
15,1182.0,0.5228819,0.875,,,,,
15,1183.0,0.68993294,0.78125,,,,,
15,1184.0,0.76061076,0.75,,,,,
15,1185.0,0.6804454,0.71875,,,,,
15,1186.0,0.52704054,0.75,,,,,
15,,,,0.45694506,0.8508474576271187,0.8778427518313917,0.8504166666666665,0.8530556863055253
16,1187.0,0.58467954,0.8125,,,,,
16,1188.0,0.45133653,0.84375,,,,,
16,1189.0,0.5581113,0.71875,,,,,
16,1190.0,0.30829415,0.90625,,,,,
16,1191.0,0.5391956,0.78125,,,,,
16,1192.0,0.6030974,0.8125,,,,,
16,1193.0,0.70875955,0.75,,,,,
16,1194.0,0.7042904,0.75,,,,,
16,1195.0,0.4799224,0.78125,,,,,
16,1196.0,0.5197014,0.78125,,,,,
16,1197.0,0.69260365,0.71875,,,,,
16,1198.0,1.0532405,0.65625,,,,,
16,1199.0,0.29926354,0.90625,,,,,
16,1200.0,0.33081153,0.875,,,,,
16,1201.0,0.44152844,0.8125,,,,,
16,1202.0,0.7270337,0.78125,,,,,
16,1203.0,0.45400771,0.84375,,,,,
16,1204.0,0.68821514,0.75,,,,,
16,1205.0,0.6061602,0.84375,,,,,
16,1206.0,0.49595883,0.8125,,,,,
16,1207.0,0.48047474,0.875,,,,,
16,1208.0,0.66482615,0.75,,,,,
16,1209.0,0.81127256,0.71875,,,,,
16,1210.0,0.42777193,0.84375,,,,,
16,1211.0,0.3482649,0.9375,,,,,
16,1212.0,0.5532563,0.75,,,,,
16,1213.0,0.5016985,0.84375,,,,,
16,1214.0,0.62978446,0.78125,,,,,
16,1215.0,0.37470788,0.875,,,,,
16,1216.0,0.5631242,0.8125,,,,,
16,1217.0,0.7414491,0.71875,,,,,
16,1218.0,0.5002307,0.84375,,,,,
16,1219.0,0.5793678,0.84375,,,,,
16,1220.0,0.38941365,0.8125,,,,,
16,1221.0,0.48676902,0.84375,,,,,
16,1222.0,0.5379048,0.8125,,,,,
16,1223.0,0.56154126,0.875,,,,,
16,1224.0,0.59619373,0.78125,,,,,
16,1225.0,0.67977095,0.71875,,,,,
16,1226.0,1.2105856,0.53125,,,,,
16,1227.0,0.6445576,0.78125,,,,,
16,1228.0,0.5923592,0.8125,,,,,
16,1229.0,0.4215609,0.8125,,,,,
16,1230.0,0.32936305,0.9375,,,,,
